"name","comment","date","rating"
NA,"Probably a 2 or 1.5 but Margot Robbie bumps it up slightly",NA,NA
NA,"LES MUSIQUE 💃💃💃💃💃 Littéralement le film de l'été 2023",NA,NA
"sab","cried","31 Jan 2024",4
"JackTonzi","I understand what this movie is doing and the message it is sending, and that is a good message. I don't think that makes it a good movie though. The performances are really not great, including Gosling's which somehow was nominated. The movie feels like I am watching a very long advertisement, just not my cup of tea.","31 Jan 2024",2
"A letter to you","One serious question, do you guys ever think about dying?","01 Feb 2024",3
"gnorth71","such a beautiful representation of girlhood<3 something everyone needs to watch, no matter race, gender, sexuality, religion. it’s such a beautiful film","21 Jul 2023",5
"sofi!","Tuve que verla 4 veces para entender el tributo tan hermoso que es a la feminidad y la representación de los problemas que vivimos las mujeres en una sociedad dominada por los hombres y su cultura","",4
"karoliineeee","hvor er rachel😐 men fin monolog om kvinner slay","31 Jan 2024",4
"binbinbab","#kenough","31 Jan 2024",4
"lili","lloré","31 Dec 2023",4
"AGirlIsNoOne11","i want to be a part of the people that make meaning, not the thing that is made.","31 Jan 2024",5
"eflins","i couldn’t not write a big ass text about barbie, feminism and girlhood in a basket with a pink bow tie.","31 Jan 2024",4
"Júlia Gonçalves","when the movie was announced, i thought that it was going to be another corporate comedy, like the lego movie and others. i didn’t  expect barbie to make such a powerful impact over me during a random summer afternoon.","31 Jan 2024",4
"elenaasnz","this movie…","31 Jan 2024",1
NA,"Love the pep. You know what it is.",NA,NA
NA,"hi barbie hi ken erkekler mal bu arada",NA,NA
NA,"Amei principalmente a cena final bagulho doido o nó filosófico entre a Barbie do mundo das ideias e o que nos faz ser humano, mas não é o melhor filme do mundo",NA,NA
NA,"Me habían dicho q era bastante mala pero no me esperaba para nada esto, ns ni porq la he visto",NA,NA
"foojile","While not as good as the first viewing, Barbie still manages to charm and amuse","17 Jan 2024",3
"homosexualremy","I love the movie but where is raquelle 😭","31 Jan 2024",4
"Quinn","This already has such a iconic and recognizable style to it. The dialogue and mood is very unique, but the self aware nods did become a little overbearing at times. The eccentric set production and costume design were absolutely what this needed. The emotional connections reached in the last act, did help ground the expounding story that started to distance itself for me. Overall though, I think Alan is an icon, we can't get enough Alan.","30 Jan 2024",4
"Ashley","看1/3就不想再繼續，失望跟詫異的情緒居多（？？）劇情跟台詞也太生硬⋯⋯⋯芭比一到現實世界就突然emo在那邊「我不知道怎麼形容、感覺我正意識到自己的存在」，情感未免太過斷裂——甚至有鋪陳ㄇ？","31 Jan 2024",5
"cossio_marcela","要大大稱讚的就是Margot Robbie完美呈現芭比的行為舉止，舞蹈演技也都相當亮眼。最讚了Margot!!","31 Jan 2024",3
"ingoobitably","Malibu Stacy being iconic","13 Jan 2024",2
"Bellemaee","ironically ryan gosling is the best part for me","31 Jan 2024",3
"Omar","massively overrated","31 Aug 2023",4
"Sofie","Bring back silly fun movies","31 Jan 2024",5
"an","hi barbie","31 Jan 2024",4
"maelleeeee","salvar chiara en la app de ot, barbie muy bien también","31 Jan 2024",4
"bibbibbri","greta gerwig me réchauffe le cœur","12 Jan 2024",NA
NA,"Me gusto y mas el msj q te da",NA,NA
"eliamtecce","ryan gosling is so hot","31 Jan 2024",4
"cecsilly","mais curtinho do que eu esperava, mas chorei e muito, toda vez q eu ouvo a música da billie eu me lembro de tá no cinema e olhar pra karol chorando e no final q ela fala q agr ela tem priquito, mega massa","31 Jan 2024",4
"emeryfolsom","it never gets old tbh","29 Jan 2024",4
"Film_Person246","Very good 👍 Nice message","31 Jan 2024",4
"gy","I felt understood and I fell in love with Margot Robbie again","31 Jan 2024",5
"PierreChabin","Meilleur rôle de John Cena","31 Jan 2024",3
"elizabm","Imagine the outfits I saw watching this in Belfast on opening night","31 Jan 2024",5
"Lu_isa16","Los humanos sólo tienen un final. Las ideas viven para siempre","31 Jan 2024",4
"catulindi","Siempre es un lindo día para reír y llorar con barbie","31 Jan 2024",5
"scphie","girlhood.","31 Jan 2024",4
"Bluejelly_jelly","i love being a woman and i hate it and i have mommy issues and this made me bawl","31 Jan 2024",5
"liv","This is cinema","31 Jan 2024",4
NA,"the emotion I felt when depression barbie pulled out BBC’s pride and prejudice was unnerving and I will never feel that again",NA,NA
"loletttaaaaaa","puede llegar a ser la mejor película que vi en 2023","31 Jan 2024",5
"Sam","filme muito bom, sinceramente. é engraçado na medida certa, a fotografia é linda, as pautas são bem trabalhadas, roteiro bem amarradinho, atuação maravilhosa. Te faz rir quando é pra rir, e chorar quando é pra chorar. a Margot não ter recebido uma indicação como melhor atriz por esse filme deveria ser crime.","31 Jan 2024",5
"Brooke","not MY favorite but it was little girls and old women’s favorites and that’s enough for me","31 Jan 2024",4
"27_film","ugh mental issues","30 Jan 2024",5
"melanie7y","La escena última echa trizas nose porque la hateaban mucho viva barbie hdpt","31 Jan 2024",3
"racheliee","me gusto mucho pensé que sería más infantil la peli pero no lo fue , que haya hombres que la critiquen porque la peli va de una muñeca deja mucho que desear por su parte","21 Jul 2023",3
"anansank","funnier on the second watch & costume/set design was incredible, but still lacks something","31 Jan 2024",5
"levizito","Watched it tonight and honestly makes sense why everyone's mad at the academy for not nominating Greta and Margot.This movie's just brilliant and fun","30 Jan 2024",5
"Gio","""Nós sempre temos que ser extraordinárias. Mas, de alguma forma, parece que sempre estamos fazendo algo errado.","31 Jan 2024",4
"Laromantique","I would say this was quite a good movie in terms of spectacle. Twas outrageously funny (thank you Ryan x) but definitely lacked depth in terms of the feminist theme, but emotive in some places.","31 Jan 2024",5
"alexa","y q vivan las mujere","31 Jan 2024",4
"angooose117","barbie 😊","31 Jan 2024",NA
"Phelps Afonso","I left the movies wondering all the times I probably was a degenerate to women and hugged the women in my life (s/o momma and lil sis, love y’all)","31 Jan 2024",4
"monica","watching this again for the fifth time?? but with greta’s commentary is so meta","31 Jan 2024",5
"moralns","im just a girl.","31 Jan 2024",5
"noga","i can’t believe greta didn’t get an oscar nom for this","31 Jan 2024",5
"gabbywells18","So much more than I thought it was going to be. The message of Barbie reiterates the true definition of feminism, which is equality for all. Barbie was a breath of fresh air since the more recent interpretations of feminism have been misconstrued. Also if you have ever experienced mommy issues you will walk out of the theatre sobbing.","22 Jul 2023",5
"ashley🍒","i’m a man with no power. does that make me a woman?i want to be a part of the people that make meaning. not the thing that’s made.yes i did cry but that’s nothing compared to how seen i felt by watching this","31 Jan 2024",4
"Willy_S","I'm kenough","31 Jan 2024",4
"sumaya","LOVE BARBIEEE MOVIE!!! the soundtrack was a banger too 🫣","31 Jan 2024",5
"GoreBonk","I found this a very empowering and well crafted film, the acting was good (especially from Margot Robbie and Ryan Gosling) and the feminist message really felt right in this film.","31 Jan 2024",4
"TaureHorn","Woeful for the men that apparently didn't get it. At times it practically punches you in the face with its messaging. Really impressed with how uncomfortable some of the more surreal moments were, I hated the first five minutes (in a good way). Margot Robbie crushed it, executed the different stages of her characters arc very well. Really like how they wrote Will Ferrell's character. Nice to see Ryan Gosling in something that isn't *stares in lonely angst* for three hours.","31 Jan 2024",3
"juleshatesmovie","incredible","31 Jan 2024",5
"marybiluzi","gostei bem massa","31 Jan 2024",3
"JoSancheezy","Do you guys ever think about dying ? I am Kenough.","31 Jan 2024",5
"Heather Concannon","Best way to kick off a vacation vibe. 🩷","31 Jan 2024",5
"asmcc26","Minus -1/2 for everyone missing the point of the movie and only hyping up ken.","31 Jan 2024",4
"wtfutkarsh","Ok I am not an anti-feminist but the highest compliment I could give to this film is mediocre.","",2
"Sean Patrick Tressel Tressel","No comment, just confusing...","31 Jan 2024",0
"deltaruin","im tempted to give this a lower score but i can not deny that it did its job and more","31 Jan 2024",4
"ana","for my first reviews about movies on this platform it seems to be a reoccurring theme, that i cannot fully depict how i feel about the movie.  i think to fully be able to put into words what i think about this barbie i would have to do a 2 hour long video essay, at least. as a premise: i saw the movie about 4 times. so the short answer would be: i liked barbie. as always, that is only…","31 Jan 2024",3
"lessa","sinceramente, nunca vou cansar de assistir. o primeiro filme sobre meninas para meninas que eu assisto que não inclui um plot de trauma, sexualização ou precisa de um homem no final desde…. legalmente loira. que é de 2001. eu amo que nos desenhos da barbie o principe sempre salva ela, e nesse o que salva é se unir a mulheres que apoiam mulheres. ressignificou muita coisa.","31 Jan 2024",4
"DaviBaka","A really good movie, specially made by womens to womens, i really like it and its message is something really important to be transmitted. I am glad by the way how they treated this subject, it felt pretty real and sincere.","31 Jan 2024",5
"helenazindel","my sacramento girl never misses","31 Jan 2024",4
"ruby903022","i love america ferrera so i had to watch. best choice ive ever made","31 Jan 2024",5
"nininat","ok. i love margot and america and greta. and i had fun. but this movie is NOT as feminist as yall are acting like it is. matriarchy is not the solution to patriarchy did we learn nothing. did make me want to call my mom tho","21 Jul 2023",3
"🎬","gente alguien mas se compro el buzo de im just ken o solo soy yo la desquiciada mental","31 Jan 2024",5
"Bee Roberts","I love being a woman","30 Jul 2023",5
"BnZette","O filme não tem muito espaço para onde crescer, afinal Barbie é um produto da Mattel. Apesar disso, ele cumpre decentemente o papel de entreter, divertir e fazer algumas poucas críticas. Por conta do carisma, Ken foi um personagem mais querido do que a própria protagonista, parece que tiveram mais carinho ao criar o Ken.","31 Jan 2024",3
"carolbessil","amo ser mulher","31 Jan 2024",5
"schmurdain","My friends told me that I left to go pee during the worst part of the movie","21 Jul 2023",4
"starlitsirius","Favorite Performance: Ryan Gosling Favorite Scene: Gloria’s speech Favorite Character: Barbie Favorite Overall Aspect: Everything.","",5
"Drealuvmovielol","This was my most anticipated movie of 2023 and it absolutely lived up to the hype. The outfits, the script, the camp, the sets, everything was just … sublime.","31 Jan 2024",4
