"name","comment","date","rating"
"rahb","The set, costumes, and choreography were fantastic. Margot and Ryan obviously carried. Unfortunately though it was not the hilarious thrill ride I expected it to be and Oppenheimer was ultimately  more captivating.","22 Jul 2023",3
"locowm","iba con más expectativas al saber que había una referencia a 2001, pensé que habrían más referencias a películas de culto y quizás por eso no me gustó tanto, pero de igual forma amé el mensaje que entregaron (lleven a los onvrez a verla), también la historia de los ken en barbieland que realmente es como era (o es) vista la mujer, como un accesorio de los hombres.","22 Jul 2023",3
"KLS","ryan gosling si fui muy muy gracioso, pero siento que se pasaron al extremo de ridiculizarlo… cillian murphy nunca haría de ken jdjdjdj","23 Jul 2023",5
"kenmanning","Ken out of Ken.","23 Jul 2023",4
"Syd","Cinema been kicking ass lately","23 Jul 2023",3
"Rafael Decarli","Lots of fun but a little on the nose. Super funny but I thought there was no subtlety and over explained itself a little too much.","23 Jul 2023",3
"ana paula","É bom, é engraçado e a historia é condizente com as expectativas reais do que um filme sobre uma boneca de plastico seria","23 Jul 2023",3
"redlipclassyc","te amo greta gerwig","23 Jul 2023",5
"DarthChurros","This review may contain spoilers. I can handle the truth.","23 Jul 2023",3
"Alumesh","At the end, she’s just a girl… like you and me *cries*","22 Jul 2023",4
"rishirajdas","exactly what you'd expect from a movie that's ""not what you'd expect from a barbie movie""","23 Jul 2023",4
"kayleemercado","Great movie, Still in awe that something this good, and with such rich social and meta-commentary could be made from the mere concept of Barbie.","23 Jul 2023",4
"rahb","Great performances all around by the whole cast, all the Barbies and Kens were SUBLIME!","22 Jul 2023",3
"locowm","Kingsley Ben-Adir stole the show for me as the Glazer/DickRider in Chief. The Sex Education cast semi-reunion was appreciated too.","22 Jul 2023",3
"KLS","Greta knows ball, I refuse to question her at this point, this one is as good as Lady Bird if not better, but Little Women is still her best and this movie comes close to it.","23 Jul 2023",5
"Alumesh","Great movie, Still in awe that something this good, and with such rich social and meta-commentary could be made from the mere concept of Barbie.","22 Jul 2023",4
"jklauraa","Great performances all around by the whole cast, all the Barbies and Kens were SUBLIME!","23 Jul 2023",5
"oakl1y","Kingsley Ben-Adir stole the show for me as the Glazer/DickRider in Chief. The Sex Education cast semi-reunion was appreciated too.","23 Jul 2023",5
"aldinata","Greta knows ball, I refuse to question her at this point, this one is as good as Lady Bird if not better, but Little Women is still her best and this movie comes close to it.","23 Jul 2023",5
"GorkMcFungus","a vivid, breathtaking, all-encompassing experience. nothing beats a movie made to be enjoyed by women!","23 Jul 2023",5
"Ruben","just incredible, I just love this movie and I think all woman have to watch this . That just a amazing and important movie . I cry so much . A masterpiece just watch it","23 Jul 2023",5
"chillitsnikki","Allan the GOAT. Be like Allan.","23 Jul 2023",3
"Sofia Annalese","I cried the entire time, this movie was truly everything i wanted and more. America Ferrera truly blew it out the water with this one. Will probably rewatch a million times and still cry.","23 Jul 2023",5
"Igo :)","Women power + funny + does what it’s supposed to do extremely well. Thank you Barbie movie","23 Jul 2023",5
"stevela18","This review may contain spoilers. I can handle the truth.","22 Jul 2023",2
"clur_dicucc","Had me in the first half ngl, the costumes, music, cameos and sets are AMAZING. But somehow this movie has way too many men? So many in fact that they forgot to give Will Ferrell and his posse of suits a real story or any point at all.","23 Jul 2023",5
"thea","The pacing is kind of everywhere as well taking you from giggling and having a good time to demanding you feel bad for women and back to a giggly fun time. I…","23 Jul 2023",4
"Alumesh","Michael Cera is so me in this movie","22 Jul 2023",4
"jklauraa","This isn't a movie, this is a statement an it's 1 hour and 54 minutos long","23 Jul 2023",5
"oakl1y","Weirdest Greta/Noah film I've seen","23 Jul 2023",5
"aldinata","SUBLIME","23 Jul 2023",5
"GorkMcFungus","greta gerwig could direct oppenheimer but christopher nolan couldn't direct barbie","23 Jul 2023",5
"thea","greta gerwig could direct oppenheimer but christopher nolan couldn't direct barbie","23 Jul 2023",4
"CONOR","the trinity gadget went off in oppenheimer next door during the emotional climax of this","23 Jul 2023",4
"Agus Benitez","This review may contain spoilers. I can handle the truth.","23 Jul 2023",3
"lamsenemyxo","Greta Gerwig, nuestro caballo de Troya feminista en el mainstream. Me extasié de tanta imagen soñada de infancia. Reí y me emocioné. El casting, excelente: Michael Cera no podía no ser Alan (hasta me dan ganas de que el muñeco reaparezca en el mercado). El comienzo me pareció genial (punto para los trailers); aunque el comienzo del desenlace me pareció un tanto aburrido: parecía estar buscando persistentemente validación del público masculino, con demasiada extensión para los Kens -de hecho, logró…","23 Jul 2023",3
"Duncan","So many thoughts . I enjoyed everything in the first half of the movies. I loved Barbie’s arc and the overall themes of womanhood and motherhood. Yet there was something that didn’t resonate with me or felt like it needed that much . Need a rewatch .","23 Jul 2023",4
"rebeccaelyse","I thought this was going to be really good but I did not expect to be on the verge of tears by the end.","22 Jul 2023",5
"immmmy","“We mothers stand still so our daughters can look back and see how far they have come.”","23 Jul 2023",3
"Mioie","I see my mom in this movie. I see my mom in every Greta Gerwig movie. Greta Gerwig has a gift in her film making where she can make you feel seen and validated. Everyone has a mother or mother figure and that relationship is so dear and strenuous that at times you forget your mom is just a girl. Everything about this…","24 Jul 2023",3
"pkriska03","what can I say… Barbie is just so beautiful. this movie was fun and unexpected (as many have been saying) but i left feeling like perhaps it was too… preachy? explainy? too on the nose? its message was far from radical, its execution (should be) far from decisive. being a woman is almost impossible; and yet, women can do anything. but we already knew that. and so perhaps it is the nostalgia of it all and the showmanship that has…","23 Jul 2023",5
"SamuraiDrifter","Whimsical production design and strong comical performances aside, the film tries to grapple with themes of womanhood and gender identity, but chooses to hammer in politics without too much to say. Representations of gender are envisioned as hyperbolic binaries; surprisingly black-and-white for a pink-filled film. Its ironic-sardonic tone turns grating towards the halfway mark; the little (at times shallow, or non-existent) contrast between Barbieland and Real World feels just a huge missed opportunity. Still, a pretty enjoyable film with some earned laughs; I will continue to support Greta Gerwig’s upcoming directorial endeavors.","23 Jul 2023",5
"Swaha","Should be watched BEFORE Oppenheimer.","23 Jul 2023",5
"foxyfied","margot robbie is perfect and this movie will be my new personality for the next 5-7 business weeks","23 Jul 2023",4
"thea","Yay space! Sublime","23 Jul 2023",4
"CONOR","the most amazing depiction of girlhood i've ever seen. the movie is so real and so conscious while still managing to be humorous and whimsical. i never expected to walk out of the theatre fully crying. the movie paints being a girl and growing into a woman in such a beautiful way that rings true for every woman, and also makes you realize what a gift it is to be human and to be alive. i love you greta gerwig.","23 Jul 2023",3
"Agus Benitez","fuck the patriarchy","23 Jul 2023",3
"lucabsy","Barbie is everything!!! Had to keep guessing the plot until I was halfway through the film & things got dark hella fast. Will ferrell was amazing i LOLed.","24 Jul 2023",5
"Elien","Greta Gerwig just gets it. Gets women and all that we're trying to be. Gets men and all that they might want to be. If the rules of society weren't so hard to change. All of that told in the funniest movie of the year, through the capitalist product so many of us have grown up with, and loved and admired and resented at times.","22 Jul 2023",5
"xavierwright30","I loved it so, so much. The visuals, the jokes, the casting – all of it pitch perfect. As she has done with her previous films, Greta (and Noah Baumbach) makes me feel seen. And I adore her for it.","23 Jul 2023",4
"Gemma Pecorini Goodall","Loved the use of such a superficial and plastic idea to portray such a deep and philosophical theme. So many emotional moments masked with seemingly surface level gags and comedy. The use of Ken showing the young boys perspective on the patriarchy was also very well done. The set pieces were amazing and perfectly captured the playhouse and imaginative feel. Amazing performances by Margot Robbie and especially Ryan Gosling.","23 Jul 2023",4
"alianovas","new comfort film unlocked","23 Jul 2023",5
"Maymunah Kelly","that last line is just so fucking funny!!! greta + cast, y’all are so loved!!","23 Jul 2023",5
"Grac","Why the blob was I so emotional during the final act? Tune in next on Barbie HGTV.","23 Jul 2023",5
"jt95","The visuals, the plot, the acting, the messaging, and the soundtrack were all on point. A true masterpiece of this modern era. #IamKenough","23 Jul 2023",5
"fbittencourt","The best movie of the year. More existential dread than Oppenheimer","23 Jul 2023",5
"Eli Koesel","um filme necesário e maravilhoso. Eu amei a fotografia, amei a desconstrução estética dos efeitos computadorizados. O roteiro é muito legal, o final não é muito cativante mas o meio é emocionante.","23 Jul 2023",3
"The Cult Of Watching","Barbie is just as culturally important as it is relevant and a sparkling display of Gerwig’s creativity, however it is constantly spoon-feeding its message to its audience, culminating in a film that’s disappointingly one-dimensional.","22 Jul 2023",4
"abby","NO NOTES. Ok some little tiny notes. But like WOMEN. But also, KENNNN!! And like, Barbie!","22 Jul 2023",4
"lucabsy","*Does this somehow feel like a sequel to a movie we imagined in our minds? A Sequel to Barbie?","24 Jul 2023",5
"Elien","i’m so happy right now- allan","22 Jul 2023",5
"francescouv","I want to do the imagining, not be the idea.","23 Jul 2023",3
"babybon","Greta…you’ve done it again. And by “it” I mean make a movie that I can’t stop thinking about for the next week (In a good way). I love you and I love women and being a woman.","23 Jul 2023",5
"Elkevoooo","I'm amazed by ryan, how can he bring so much interesting performances in just one role, he is kenough 😌","23 Jul 2023",5
